,Unnamed: 0,user_id,session_no,session_question_no,learning_node_question_no,question_number_of_choice,is_new_session_id,is_new_topic,is_new_subtopic,is_new_learningnode,is_new_questionid,is_new_session_question_no,is_new_learning_node_question_no,row_id,is_new_session_id_n_new_topic,is_new_session_id_n_new_subtopic,is_new_session_id_n_new_learningnode,is_new_session_id_n_new_questionid,is_new_topic_n_new_subtopic,is_new_topic_n_new_learningnode,is_new_topic_n_new_questionid,is_new_subtopic_n_new_learningnode,is_new_subtopic_n_new_questionid,is_new_learning_node_n_questionid,question_type_Multi choice,question_type_Single choice,question_difficulty_easy,question_difficulty_hard,question_difficulty_hots,question_difficulty_medium,n_topic,n_subtopic,n_learningnode,n_questionid,prob_correct,n_prob_correct
3544,3544,5031150220,1.0,3,3,5,1,0,0,1,1,1,1,3544,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0.2,0.2
3545,3545,5034363679,3.0,1,1,4,1,0,0,0,1,1,0,3545,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0.25,0.25
3546,3546,5034846023,1.0,2,1,4,1,0,0,0,1,1,0,3546,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0.25,0.25
3547,3547,5037702886,14.0,1,1,4,1,0,0,0,1,1,0,3547,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0.25,0.25
3548,3548,5040372576,2.0,3,3,4,1,0,0,0,1,1,0,3548,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0.25,0.25
3549,3549,5041040619,1.0,3,1,4,1,0,0,0,0,1,0,3549,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0.25,0.25
3550,3550,5041783514,19.0,14,2,5,1,1,1,1,1,1,1,3550,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0.2,0.2
3551,3551,5042101549,14.0,16,2,3,1,0,0,1,1,1,1,3551,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0.3333333333333333,0.3333333333333333
3552,3552,5044065226,1.0,2,2,5,1,1,0,0,0,1,0,3552,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0.2,0.2
3553,3553,5046069991,1.0,13,1,4,1,0,0,0,1,1,0,3553,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0.25,0.25
3554,3554,5046942877,1.0,10,2,4,1,0,0,0,0,1,0,3554,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0.25,0.25
3555,3555,5053372458,4.0,1,1,5,1,1,0,1,1,1,1,3555,1,0,1,1,0,1,1,0,0,1,0,1,0,0,0,1,1,1,1,1,0.2,0.2
3556,3556,5057579050,4.0,2,2,4,1,0,0,0,0,1,0,3556,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0.25,0.25
3557,3557,5058350997,12.0,3,1,5,1,0,0,1,1,1,1,3557,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0.2,0.2
3558,3558,5059337262,1.0,8,2,3,1,0,0,0,0,1,0,3558,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0.3333333333333333,0.3333333333333333
3559,3559,5059383923,36.0,14,2,5,1,1,1,1,1,1,1,3559,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0.2,0.2
3560,3560,5060970767,1.0,2,1,5,1,0,1,1,1,1,1,3560,0,1,1,1,0,0,0,1,1,1,0,1,0,0,0,1,1,1,1,1,0.2,0.2
3561,3561,5061187062,2.0,14,2,5,1,0,1,1,1,1,1,3561,0,1,1,1,0,0,0,1,1,1,0,1,0,0,0,1,1,1,1,1,0.2,0.2
3562,3562,5061810821,5.0,6,2,4,1,0,0,1,1,1,1,3562,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0.25,0.25
3563,3563,5061973261,4.0,1,1,5,1,0,0,1,1,1,1,3563,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0.2,0.2
3564,3564,5062345765,1.0,3,1,3,1,0,0,1,1,1,1,3564,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0.3333333333333333,0.3333333333333333
3565,3565,5062510138,7.0,2,2,4,1,0,0,0,1,1,0,3565,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0.25,0.25
3566,3566,5065564103,2.0,7,1,4,1,0,0,0,0,1,1,3566,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0.25,0.25
3567,3567,5066122110,3.0,2,2,4,1,0,0,0,0,1,0,3567,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0.25,0.25
3568,3568,5068758750,4.0,2,2,4,1,0,0,1,1,1,1,3568,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0.25,0.25
3569,3569,5069365835,10.0,10,2,4,1,0,0,1,1,1,1,3569,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0.25,0.25
3570,3570,5070606634,1.0,6,3,5,1,0,0,1,1,1,1,3570,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0.2,0.2
3571,3571,5071116719,4.0,11,1,4,1,0,0,0,0,1,0,3571,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0.25,0.25
3572,3572,5072295359,5.0,12,2,3,1,0,0,1,1,1,1,3572,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0.3333333333333333,0.3333333333333333
3573,3573,5073437328,1.0,6,2,4,1,0,1,1,1,1,1,3573,0,1,1,1,0,0,0,1,1,1,0,1,0,0,0,1,1,1,1,1,0.25,0.25
3574,3574,5073504102,20.0,8,2,4,1,0,0,0,0,1,0,3574,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0.25,0.25
3575,3575,5074045074,6.0,12,2,3,1,0,0,0,0,1,0,3575,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0.3333333333333333,0.3333333333333333
3576,3576,5074529025,5.0,2,1,4,1,1,0,1,1,1,1,3576,1,0,1,1,0,1,1,0,0,1,0,1,0,0,0,1,1,1,1,1,0.25,0.25
3577,3577,5076452543,1.0,3,1,5,1,0,0,1,1,1,1,3577,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0.2,0.2
3578,3578,5076511453,3.0,1,1,3,1,0,0,0,0,1,0,3578,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0.3333333333333333,0.3333333333333333
3579,3579,5076658535,2.0,2,2,4,1,0,0,0,0,1,0,3579,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0.25,0.25
3580,3580,5077556654,1.0,14,2,5,1,1,0,0,1,1,0,3580,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,0.2,0.2
3581,3581,5084669689,6.0,8,2,4,1,0,0,1,1,1,1,3581,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0.25,0.25
3582,3582,5086221136,1.0,8,2,4,1,0,0,1,1,1,1,3582,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0.25,0.25
3583,3583,5091416998,1.0,14,2,3,1,0,0,0,0,1,0,3583,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0.3333333333333333,0.3333333333333333
3584,3584,5091496441,1.0,5,1,5,1,0,0,1,1,1,1,3584,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0.2,0.2
3585,3585,5094750614,7.0,10,1,3,1,0,0,0,1,1,0,3585,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0.3333333333333333,0.3333333333333333
3586,3586,5094901313,1.0,6,3,4,1,0,0,1,1,1,1,3586,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0.25,0.25
3587,3587,5098043051,1.0,9,3,5,1,0,0,0,1,1,0,3587,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0.2,0.2
3588,3588,5098139413,1.0,2,2,4,1,0,0,0,1,1,0,3588,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0.25,0.25
3589,3589,5100458375,1.0,3,3,4,1,0,0,0,0,1,0,3589,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0.25,0.25
3590,3590,5101343426,4.0,8,2,5,1,0,0,1,1,1,1,3590,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0.2,0.2
3591,3591,5102777478,2.0,1,1,5,1,0,0,0,1,1,0,3591,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0.2,0.2
3592,3592,5103287878,2.0,6,1,5,1,0,1,1,1,1,1,3592,0,1,1,1,0,0,0,1,1,1,0,1,0,0,0,1,1,1,1,1,0.2,0.2
3593,3593,5105146951,3.0,2,2,4,1,0,0,0,0,1,0,3593,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0.25,0.25
3594,3594,5105574738,2.0,2,1,4,1,0,0,0,0,1,0,3594,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0.25,0.25
3595,3595,5107166981,2.0,4,2,4,1,0,0,1,1,1,1,3595,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0.25,0.25
3596,3596,5108069059,5.0,1,1,5,1,0,0,0,0,1,0,3596,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0.2,0.2
3597,3597,5108231506,10.0,15,1,4,1,0,1,1,1,1,1,3597,0,1,1,1,0,0,0,1,1,1,0,1,0,0,0,1,1,1,1,1,0.25,0.25
3598,3598,5109096984,2.0,15,1,5,1,0,0,1,1,1,1,3598,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0.2,0.2
3599,3599,5109492006,1.0,2,2,4,1,0,0,0,0,1,0,3599,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0.25,0.25
3600,3600,5111311289,1.0,2,2,5,1,1,1,1,1,1,1,3600,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0.2,0.2
3601,3601,5111372062,7.0,2,2,4,1,1,1,1,1,1,1,3601,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0.25,0.25
3602,3602,5112445635,1.0,8,2,4,1,0,0,1,1,1,1,3602,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0.25,0.25
3603,3603,5112656507,1.0,10,2,3,1,0,0,0,0,1,0,3603,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0.3333333333333333,0.3333333333333333
3604,3604,5116071916,1.0,4,2,4,1,0,0,1,1,1,1,3604,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0.25,0.25
3605,3605,5119794092,1.0,3,1,4,1,0,0,1,1,1,1,3605,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0.25,0.25
3606,3606,5122249906,3.0,4,2,4,1,0,0,1,1,1,1,3606,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0.25,0.25
3607,3607,5122948353,1.0,2,1,4,1,0,0,0,0,1,0,3607,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0.25,0.25
3608,3608,5128040530,1.0,3,1,4,1,0,0,0,1,1,0,3608,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0.25,0.25
3609,3609,5131526701,2.0,3,3,4,1,0,0,0,0,1,0,3609,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0.25,0.25
3610,3610,5134196938,1.0,8,2,4,1,0,1,1,1,1,1,3610,0,1,1,1,0,0,0,1,1,1,0,1,0,0,0,1,1,1,1,1,0.25,0.25
3611,3611,5135589301,1.0,20,2,3,1,0,0,1,1,1,1,3611,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0.3333333333333333,0.3333333333333333
3612,3612,5137638964,4.0,6,3,5,1,0,0,1,1,1,1,3612,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0.2,0.2
3613,3613,5138961429,1.0,14,2,5,1,0,0,0,1,1,0,3613,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0.2,0.2
3614,3614,5139804785,6.0,4,1,4,1,0,0,0,1,1,0,3614,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0.25,0.25
3615,3615,5140511954,4.0,1,1,5,1,0,0,0,0,1,0,3615,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0.2,0.2
3616,3616,5140750784,1.0,15,1,5,1,0,0,0,1,1,0,3616,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0.2,0.2
3617,3617,5140928273,3.0,1,1,4,1,0,0,0,0,1,0,3617,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0.25,0.25
3618,3618,5143231009,1.0,3,1,4,1,0,0,0,0,1,0,3618,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0.25,0.25
3619,3619,5144089126,3.0,14,2,4,1,1,0,1,1,1,1,3619,1,0,1,1,0,1,1,0,0,1,0,1,0,0,0,1,1,1,1,1,0.25,0.25
3620,3620,5147192744,2.0,3,1,5,1,0,0,0,0,1,0,3620,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0.2,0.2
3621,3621,5147465017,2.0,11,1,4,1,0,1,1,1,1,1,3621,0,1,1,1,0,0,0,1,1,1,0,1,0,0,0,1,1,1,1,1,0.25,0.25
3622,3622,5148070592,6.0,15,3,5,1,0,0,1,1,1,1,3622,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0.2,0.2
3623,3623,5149161461,2.0,13,1,5,1,0,0,1,1,1,1,3623,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0.2,0.2
3624,3624,5150938748,1.0,8,1,5,1,0,1,1,1,1,1,3624,0,1,1,1,0,0,0,1,1,1,0,1,0,0,0,1,1,1,1,1,0.2,0.2
3625,3625,5153016265,7.0,10,2,3,1,0,0,0,1,1,1,3625,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0.3333333333333333,0.3333333333333333
3626,3626,5153298168,3.0,2,1,3,1,1,0,1,1,1,1,3626,1,0,1,1,0,1,1,0,0,1,0,1,0,0,0,1,1,1,1,1,0.3333333333333333,0.3333333333333333
3627,3627,5156485740,2.0,3,1,4,1,0,0,0,0,1,0,3627,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0.25,0.25
3628,3628,5158711669,17.0,4,2,4,1,1,0,0,1,1,0,3628,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,0.25,0.25
3629,3629,5159250531,1.0,9,1,5,1,0,0,1,1,1,1,3629,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0.2,0.2
3630,3630,5161202904,5.0,1,1,5,1,0,1,1,1,1,1,3630,0,1,1,1,0,0,0,1,1,1,0,1,0,0,0,1,1,1,1,1,0.2,0.2
3631,3631,5166198783,3.0,9,3,4,1,0,0,0,1,1,0,3631,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0.25,0.25
3632,3632,5168524986,5.0,12,3,4,1,0,0,0,1,1,1,3632,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0.25,0.25
3633,3633,5168663885,5.0,8,2,4,1,0,0,0,0,1,0,3633,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0.25,0.25
3634,3634,5170487439,3.0,2,2,4,1,0,0,0,0,1,0,3634,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0.25,0.25
3635,3635,5171906359,1.0,3,1,5,1,1,0,1,1,1,1,3635,1,0,1,1,0,1,1,0,0,1,0,1,0,0,0,1,1,1,1,1,0.2,0.2
3636,3636,5173849041,2.0,9,3,5,1,0,0,1,1,1,1,3636,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0.2,0.2
3637,3637,5173952517,3.0,9,1,3,1,0,0,1,1,1,1,3637,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0.3333333333333333,0.3333333333333333
3638,3638,5174873401,2.0,5,1,5,1,0,0,1,1,1,1,3638,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0.2,0.2
3639,3639,5178675692,2.0,5,1,4,1,0,0,0,0,1,0,3639,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0.25,0.25
3640,3640,5180341164,2.0,3,1,5,1,0,0,0,0,1,0,3640,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0.2,0.2
3641,3641,5181458915,1.0,8,2,5,1,0,0,0,0,1,1,3641,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0.2,0.2
3642,3642,5182802571,1.0,3,1,5,1,0,0,1,1,1,1,3642,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0.2,0.2
3643,3643,5183032537,2.0,3,1,4,1,0,0,1,1,1,1,3643,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0.25,0.25
3644,3644,5184996898,2.0,5,2,5,1,0,0,0,1,1,1,3644,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0.2,0.2
3645,3645,5188269597,17.0,2,2,4,1,0,0,0,1,1,0,3645,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0.25,0.25
3646,3646,5188274352,12.0,12,2,4,1,0,0,1,1,1,1,3646,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0.25,0.25
3647,3647,5192792992,1.0,8,2,4,1,0,0,1,1,1,1,3647,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0.25,0.25
3648,3648,5194054607,13.0,1,1,3,1,0,0,0,0,1,1,3648,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0.3333333333333333,0.3333333333333333
3649,3649,5194433499,14.0,6,2,4,1,0,0,1,1,1,1,3649,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0.25,0.25
3650,3650,5194806448,40.0,12,2,3,1,0,0,1,1,1,1,3650,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0.3333333333333333,0.3333333333333333
3651,3651,5197547247,1.0,9,3,5,1,0,0,0,1,1,0,3651,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0.2,0.2
3652,3652,5197732275,26.0,11,1,5,1,0,0,0,1,1,0,3652,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0.2,0.2
3653,3653,5198134356,1.0,6,3,4,1,0,0,0,0,1,0,3653,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0.25,0.25
3654,3654,5198618581,4.0,14,2,5,1,0,0,1,1,1,1,3654,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0.2,0.2
3655,3655,5202836695,4.0,11,1,5,1,0,0,0,1,1,0,3655,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0.2,0.2
3656,3656,5204776873,2.0,1,1,4,1,0,1,1,1,1,1,3656,0,1,1,1,0,0,0,1,1,1,0,1,0,0,0,1,1,1,1,1,0.25,0.25
3657,3657,5205138150,3.0,6,2,4,1,0,0,1,1,1,1,3657,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0.25,0.25
3658,3658,5205185183,1.0,14,2,5,1,1,1,1,1,1,1,3658,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0.2,0.2
3659,3659,5205927420,2.0,3,3,4,1,0,1,1,1,1,1,3659,0,1,1,1,0,0,0,1,1,1,0,1,0,0,0,1,1,1,1,1,0.25,0.25
3660,3660,5208987277,2.0,5,1,5,1,0,0,1,1,1,1,3660,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0.2,0.2
3661,3661,5211009417,3.0,4,1,5,1,1,0,0,1,1,1,3661,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,0.2,0.2
3662,3662,5213139405,3.0,10,2,3,1,0,0,0,0,1,0,3662,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0.3333333333333333,0.3333333333333333
3663,3663,5213397986,7.0,12,2,3,1,1,0,1,1,1,1,3663,1,0,1,1,0,1,1,0,0,1,0,1,0,0,0,1,1,1,1,1,0.3333333333333333,0.3333333333333333
3664,3664,5217033076,3.0,12,2,4,1,0,0,0,1,1,0,3664,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0.25,0.25
3665,3665,5217202249,6.0,3,3,5,1,0,0,0,1,1,0,3665,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0.2,0.2
3666,3666,5217971666,2.0,6,2,4,1,0,0,1,1,1,1,3666,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0.25,0.25
3667,3667,5218105065,2.0,6,3,5,1,0,0,0,0,1,0,3667,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0.2,0.2
3668,3668,5219584671,1.0,6,2,4,1,0,0,1,1,1,1,3668,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0.25,0.25
3669,3669,5219668613,10.0,2,2,4,1,0,0,1,1,1,1,3669,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0.25,0.25
3670,3670,5221548467,38.0,9,1,4,1,0,0,1,1,1,1,3670,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0.25,0.25
3671,3671,5223667305,2.0,6,3,4,1,0,0,1,1,1,1,3671,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0.25,0.25
3672,3672,5224834477,1.0,3,1,5,1,0,0,0,0,1,0,3672,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0.2,0.2
3673,3673,5225817105,2.0,6,3,4,1,1,1,1,1,1,1,3673,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0.25,0.25
3674,3674,5227948536,1.0,3,3,5,1,1,1,1,1,1,1,3674,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0.2,0.2
3675,3675,5228949656,1.0,4,2,5,1,0,0,1,1,1,1,3675,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0.2,0.2
3676,3676,5231772353,1.0,6,3,4,1,0,0,0,0,1,0,3676,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0.25,0.25
3677,3677,5232971309,2.0,4,2,4,1,0,0,0,0,1,0,3677,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0.25,0.25
3678,3678,5233764261,2.0,15,1,4,1,0,0,1,1,1,1,3678,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0.25,0.25
3679,3679,5236031869,2.0,2,2,4,1,0,0,1,1,1,1,3679,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0.25,0.25
3680,3680,5237811927,20.0,14,2,4,1,0,0,0,0,1,0,3680,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0.25,0.25
3681,3681,5237908020,5.0,2,2,4,1,0,0,0,1,1,0,3681,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0.25,0.25
3682,3682,5238598570,6.0,15,1,3,1,0,0,1,1,1,1,3682,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0.3333333333333333,0.3333333333333333
3683,3683,5239583836,1.0,8,1,3,1,0,0,1,1,1,1,3683,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0.3333333333333333,0.3333333333333333
3684,3684,5239611658,13.0,3,3,4,1,0,0,0,0,1,0,3684,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0.25,0.25
3685,3685,5241225860,3.0,14,2,4,1,1,0,1,1,1,1,3685,1,0,1,1,0,1,1,0,0,1,0,1,0,0,0,1,1,1,1,1,0.25,0.25
3686,3686,5241885446,1.0,5,1,5,1,0,0,1,1,1,1,3686,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0.2,0.2
3687,3687,5242654891,2.0,7,1,5,1,0,0,1,1,1,1,3687,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0.2,0.2
3688,3688,5244597794,2.0,1,1,4,1,0,0,1,1,1,1,3688,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0.25,0.25
3689,3689,5245555091,1.0,3,3,5,1,0,0,1,1,1,1,3689,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0.2,0.2
3690,3690,5246274732,6.0,2,2,4,1,0,0,0,1,1,1,3690,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0.25,0.25
3691,3691,5247391777,1.0,6,2,4,1,0,0,0,1,1,0,3691,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0.25,0.25
3692,3692,5247579824,1.0,7,1,5,1,0,0,1,1,1,1,3692,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0.2,0.2
3693,3693,5247689631,3.0,1,1,4,1,0,0,0,0,1,1,3693,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0.25,0.25
3694,3694,5248355825,1.0,2,1,4,1,0,0,0,0,1,0,3694,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0.25,0.25
3695,3695,5248418389,23.0,15,1,5,1,0,1,1,1,1,1,3695,0,1,1,1,0,0,0,1,1,1,0,1,0,0,0,1,1,1,1,1,0.2,0.2
3696,3696,5248487701,2.0,4,2,5,1,0,0,0,0,1,0,3696,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0.2,0.2
3697,3697,5249831714,2.0,2,2,3,1,0,0,0,0,1,0,3697,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0.3333333333333333,0.3333333333333333
3698,3698,5250227018,1.0,15,3,4,1,0,0,0,1,1,1,3698,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0.25,0.25
3699,3699,5252013153,4.0,14,2,4,1,0,0,0,0,1,0,3699,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0.25,0.25
